,created_on,property_type,place_name,price_aprox_usd,surface_total_in_m2,rooms,year,popularity,USDMEXVal
47037,2016-04-27,1.0,San Pedro Garza García,6700000.0,2663.0,4.0,2016,1,17.47952415829613
47038,2016-04-27,1.0,San Pedro Garza García,832539.4,722.0,4.0,2016,1,17.47952415829613
47040,2016-04-27,1.0,Antara,295015.6,428.0,3.0,2016,1,17.47952415829613
47041,2016-04-27,1.0,Villa Las Fuentes,119088.86,200.0,3.0,2016,1,17.47952415829613
47042,2016-04-27,1.0,Monterrey,205698.94,225.0,3.0,2016,1,17.47952415829613
47043,2016-04-27,1.0,Monterrey,487181.7,950.0,3.0,2016,1,17.47952415829613
47044,2016-04-27,1.0,San Pedro Garza García,487181.7,200.0,4.0,2016,1,17.47952415829613
47045,2016-04-27,1.0,Lázaro Garza Ayala,257123.67,105.0,3.0,2016,1,17.47952415829613
47047,2016-04-27,1.0,Lázaro Garza Ayala,170513.6,67.0,2.0,2016,1,17.47952415829613
47048,2016-04-27,1.0,Ojo de Agua,197579.23,300.0,3.0,2016,1,17.47952415829613
47049,2016-04-27,1.0,San Pedro Garza García,1434479.5,799.0,3.0,2016,1,17.47952415829613
47050,2016-04-27,1.0,Monterrey,405984.75,1226.0,3.0,2016,1,17.47952415829613
47051,2016-04-27,1.0,Monterrey,362679.72,324.0,4.0,2016,1,17.47952415829613
47052,2016-04-27,2.0,Acapulco de Juárez,75513.16,287.0,2.0,2016,1,17.47952415829613
47054,2016-04-27,1.0,San Pedro Garza García,270115.2,119.0,3.0,2016,1,17.47952415829613
47056,2016-04-27,1.0,San Pedro Garza García,863394.25,374.0,4.0,2016,1,17.47952415829613
47057,2016-04-27,1.0,San Pedro Garza García,833622.0,434.0,3.0,2016,1,17.47952415829613
47061,2016-04-27,1.0,Acapulco de Juárez,237907.06,1000.0,4.0,2016,1,17.47952415829613
47062,2016-04-27,1.0,Ojo de Agua,557552.4,1700.0,3.0,2016,3,17.47952415829613
47063,2016-04-27,1.0,Sierra Alta 3er Sector,514247.34,491.0,3.0,2016,1,17.47952415829613
47065,2016-04-27,1.0,Ojo de Agua,267949.94,240.0,3.0,2016,3,17.47952415829613
47066,2016-04-27,1.0,Celaya,227351.45,200.0,4.0,2016,2,17.47952415829613
47067,2016-04-27,1.0,Santa Catarina,839035.2,470.0,3.0,2016,1,17.47952415829613
47069,2016-04-27,2.0,San Pedro Garza García,240700.23,158.0,2.0,2016,3,17.47952415829613
47070,2016-04-27,1.0,Monterrey,264702.06,240.0,3.0,2016,1,17.47952415829613
47071,2016-04-27,1.0,San Pedro Garza García,1299151.2,459.0,3.0,2016,1,17.47952415829613
47354,2016-04-27,1.0,Monterrey,411397.88,210.0,3.0,2016,1,17.47952415829613
47355,2016-04-27,1.0,Monterrey,368092.84,235.0,4.0,2016,1,17.47952415829613
47356,2016-04-27,1.0,Monterrey,286895.88,260.0,3.0,2016,1,17.47952415829613
47357,2016-04-27,1.0,San Pedro Garza García,1353282.5,1706.0,3.0,2016,1,17.47952415829613
47358,2016-04-27,1.0,Santa Catarina,140741.38,315.0,4.0,2016,1,17.47952415829613
47359,2016-04-27,1.0,Monterrey,92023.21,173.0,3.0,2016,1,17.47952415829613
47360,2016-04-27,1.0,San Pedro Garza García,579204.94,319.0,3.0,2016,1,17.47952415829613
47361,2016-04-27,1.0,Monterrey,230058.02,307.0,3.0,2016,1,17.47952415829613
47362,2016-04-27,1.0,San Pedro Garza García,2652433.8,1500.0,4.0,2016,1,17.47952415829613
47363,2016-04-27,1.0,Ojo de Agua,276069.62,435.0,4.0,2016,1,17.47952415829613
47364,2016-04-27,1.0,San Pedro Garza García,1245019.9,845.0,4.0,2016,1,17.47952415829613
47371,2016-04-27,1.0,Monterrey,188376.92,220.0,4.0,2016,1,17.47952415829613
47372,2016-04-27,1.0,Monterrey,259830.23,162.0,3.0,2016,1,17.47952415829613
47373,2016-04-27,1.0,San Pedro Garza García,270115.2,119.0,3.0,2016,1,17.47952415829613
47374,2016-04-27,1.0,Monterrey,205698.94,162.0,3.0,2016,1,17.47952415829613
47375,2016-04-27,1.0,Chihuahua,194872.69,286.0,3.0,2016,1,17.47952415829613
47376,2016-04-27,1.0,Monterrey,156980.77,162.0,3.0,2016,1,17.47952415829613
47379,2016-04-27,1.0,Ojo de Agua,156980.77,300.0,3.0,2016,1,17.47952415829613
47380,2016-04-27,1.0,García,148861.06,144.0,3.0,2016,1,17.47952415829613
47381,2016-04-27,1.0,Monterrey,470942.3,172.0,3.0,2016,1,17.47952415829613
47382,2016-04-27,1.0,Monterrey,205698.94,162.0,2.0,2016,1,17.47952415829613
47384,2016-04-27,1.0,San Pedro Garza García,2806400.0,1754.0,5.0,2016,1,17.47952415829613
47385,2016-04-27,1.0,Monterrey,313961.53,600.0,5.0,2016,1,17.47952415829613
47532,2016-04-28,1.0,Monterrey,411397.88,450.0,3.0,2016,1,17.47952415829613
47533,2016-04-28,1.0,Monterrey,405984.75,223.0,3.0,2016,1,17.47952415829613
47535,2016-04-28,1.0,Chihuahua,189459.55,283.0,3.0,2016,1,17.47952415829613
47536,2016-04-28,1.0,Antigua Hacienda Santa Anita,243590.84,674.0,4.0,2016,1,17.47952415829613
47539,2016-04-28,1.0,Monterrey,335614.06,240.0,3.0,2016,1,17.47952415829613
47540,2016-04-28,1.0,Santa Catarina,110969.16,115.0,3.0,2016,1,17.47952415829613
47542,2016-04-28,1.0,Monterrey,500714.53,875.0,3.0,2016,1,17.47952415829613
47544,2016-04-28,1.0,San Pedro Garza García,270115.2,119.0,3.0,2016,1,17.47952415829613
47545,2016-04-28,1.0,Monterrey,351853.44,603.0,3.0,2016,1,17.47952415829613
47546,2016-04-28,1.0,Monterrey,424930.72,529.0,3.0,2016,1,17.47952415829613
47548,2016-04-28,1.0,Cadereyta Jiménez,286895.88,3050.0,5.0,2016,1,17.47952415829613
47549,2016-04-28,1.0,Santa Catarina,153191.58,170.0,3.0,2016,1,17.47952415829613
47550,2016-04-28,1.0,San Pedro Garza García,1404707.2,550.0,4.0,2016,1,17.47952415829613
47551,2016-04-28,1.0,Monterrey,89316.64,115.0,3.0,2016,1,17.47952415829613
47552,2016-04-28,1.0,Balcones del Campestre,313484.56,1800.0,3.0,2016,2,17.47952415829613
47553,2016-04-28,2.0,Contadero,772756.1,314.0,3.0,2016,3,17.47952415829613
47554,2016-04-28,1.0,El Refugio,104846.1,154.0,3.0,2016,1,17.47952415829613
47555,2016-04-28,1.0,Querétaro,141199.77,160.0,3.0,2016,1,17.47952415829613
47556,2016-04-28,2.0,Los Olvera,99050.58,139.0,3.0,2016,1,17.47952415829613
47562,2016-04-29,1.0,San Pedro Garza García,752425.06,315.0,3.0,2016,1,17.47952415829613
47563,2016-04-29,1.0,Cumbres Providencia,221938.33,176.0,3.0,2016,1,17.47952415829613
47565,2016-04-29,1.0,San Pedro Garza García,1055560.4,453.0,4.0,2016,1,17.47952415829613
47566,2016-04-29,1.0,San Pedro Garza García,863394.25,374.0,4.0,2016,1,17.47952415829613
47567,2016-04-29,1.0,Rincón de la Sierra,757838.2,500.0,3.0,2016,1,17.47952415829613
47568,2016-04-29,1.0,Monterrey,159687.33,160.0,3.0,2016,1,17.47952415829613
47571,2016-04-29,1.0,Villa Verdún,416811.0,330.0,3.0,2016,3,17.47952415829613
47966,2016-04-30,1.0,Monterrey,173220.16,167.0,3.0,2016,1,17.47952415829613
47967,2016-04-30,1.0,Monterrey,335614.06,200.0,3.0,2016,1,17.47952415829613
47969,2016-04-30,1.0,Chihuahua,178633.3,278.0,3.0,2016,1,17.47952415829613
47972,2016-04-30,1.0,Monterrey,303135.28,238.0,3.0,2016,1,17.47952415829613
47973,2016-04-30,1.0,Mazatlán,35726.65,56.0,3.0,2016,3,17.47952415829613
47974,2016-04-30,1.0,Monterrey,414104.44,515.0,3.0,2016,1,17.47952415829613
47975,2016-04-30,1.0,San Pedro Garza García,508834.22,295.0,4.0,2016,1,17.47952415829613
47976,2016-04-30,1.0,Mazatlán,24900.39,67.0,2.0,2016,3,17.47952415829613
47977,2016-04-30,1.0,Monterrey,676641.25,300.0,3.0,2016,1,17.47952415829613
47978,2016-04-30,1.0,Monterrey,424930.72,565.0,3.0,2016,1,17.47952415829613
47980,2016-04-30,1.0,Monterrey,205698.94,216.0,3.0,2016,1,17.47952415829613
47982,2016-04-30,1.0,Monterrey,83903.51,119.0,3.0,2016,1,17.47952415829613
47984,2016-04-30,1.0,Monterrey,730772.56,1109.0,4.0,2016,1,17.47952415829613
47985,2016-04-30,1.0,San Pedro Garza García,1623939.0,720.0,3.0,2016,1,17.47952415829613
47986,2016-04-30,1.0,Monterrey,351853.44,280.0,3.0,2016,1,17.47952415829613
47987,2016-04-30,1.0,San Pedro Garza García,833622.0,434.0,3.0,2016,1,17.47952415829613
48415,2016-05-01,1.0,San Pedro Garza García,920232.1,1608.0,3.0,2016,1,18.13602556501116
48418,2016-05-01,1.0,Rincón de San Jerónimo,267949.94,156.0,3.0,2016,1,18.13602556501116
48419,2016-05-01,1.0,Monterrey,284189.3,233.0,3.0,2016,1,18.13602556501116
48420,2016-05-01,1.0,Veracruz,47944.7,90.0,2.0,2016,1,18.13602556501116
48667,2016-05-02,1.0,Colinas de San Agustin,335614.06,170.0,3.0,2016,1,18.13602556501116
48668,2016-05-02,1.0,Monterrey,338320.62,244.0,3.0,2016,1,18.13602556501116
48669,2016-05-02,1.0,Privanzas Córcega,1012255.3,400.0,3.0,2016,1,18.13602556501116
48670,2016-05-02,1.0,Monterrey,514247.34,491.0,3.0,2016,1,18.13602556501116
48671,2016-05-02,1.0,San Pedro Garza García,649034.3,473.0,3.0,2016,1,18.13602556501116
48672,2016-05-02,1.0,San Pedro Garza García,297722.16,160.0,3.0,2016,1,18.13602556501116
48673,2016-05-02,1.0,Monterrey,227351.45,144.0,3.0,2016,1,18.13602556501116
48678,2016-05-02,1.0,San Pedro Garza García,971656.9,475.0,3.0,2016,1,18.13602556501116
48679,2016-05-02,1.0,Monterrey,281482.75,280.0,3.0,2016,1,18.13602556501116
48681,2016-05-02,1.0,San Pedro Garza García,304217.9,324.0,4.0,2016,1,18.13602556501116
48683,2016-05-02,1.0,San Pedro Garza García,270115.2,119.0,3.0,2016,1,18.13602556501116
48687,2016-05-02,1.0,Chihuahua,135328.25,525.0,4.0,2016,3,18.13602556501116
48688,2016-05-02,2.0,San Pedro Garza García,168619.0,105.0,2.0,2016,1,18.13602556501116
48689,2016-05-02,1.0,Venustiano Carranza,189459.55,149.0,4.0,2016,3,18.13602556501116
48694,2016-05-02,1.0,Monterrey,135328.25,181.0,3.0,2016,1,18.13602556501116
48696,2016-05-02,1.0,Acapulco de Juárez,129644.46,265.0,3.0,2016,1,18.13602556501116
48699,2016-05-02,1.0,Monterrey,414104.44,524.0,3.0,2016,1,18.13602556501116
48701,2016-05-02,1.0,Monterrey,376212.53,235.0,4.0,2016,3,18.13602556501116
48702,2016-05-02,1.0,Monterrey,331824.88,324.0,5.0,2016,1,18.13602556501116
48703,2016-05-02,1.0,Las Privanzas Primero,419517.6,180.0,3.0,2016,1,18.13602556501116
48704,2016-05-02,1.0,Chihuahua,129915.12,208.0,4.0,2016,1,18.13602556501116
48707,2016-05-02,1.0,Monterrey,151513.52,240.0,4.0,2016,1,18.13602556501116
48709,2016-05-02,1.0,Portal del Huajuco,893166.44,1250.0,3.0,2016,1,18.13602556501116
48710,2016-05-02,1.0,Monterrey,308548.4,174.0,3.0,2016,1,18.13602556501116
48714,2016-05-02,2.0,Juriquilla,104846.1,139.0,3.0,2016,1,18.13602556501116
48716,2016-05-02,1.0,Juriquilla,121178.91,128.0,4.0,2016,1,18.13602556501116
48718,2016-05-03,1.0,Chihuahua,81196.95,200.0,3.0,2016,1,18.13602556501116
48719,2016-05-03,1.0,San Pedro Garza García,860687.7,360.0,3.0,2016,1,18.13602556501116
48720,2016-05-03,1.0,San Pedro Garza García,690174.06,300.0,3.0,2016,1,18.13602556501116
48721,2016-05-03,1.0,Monterrey,154274.2,159.0,3.0,2016,1,18.13602556501116
48722,2016-05-03,1.0,Monterrey,238177.72,166.0,3.0,2016,1,18.13602556501116
48723,2016-05-03,1.0,Monterrey,292796.2,181.0,3.0,2016,1,18.13602556501116
48724,2016-05-03,1.0,San Pedro Garza García,454702.9,311.0,4.0,2016,1,18.13602556501116
